doi,name,conceived,performed,analyzed,contributed,wrote,countries,affiliations,text
10.7717/peerj.11,"Michelle Yates",0,1,0,0,0,Australia,"Centre for Behavioural and Physiological Ecology, Zoology, University of New England, Armidale, Australia; School of Environmental and Rural Sciences, University of New England, Armidale, Australia","Md Habibullah Bahar, Emma V. Ridley, Myung-Pyo Jung, Chris Fyfe, Michelle Yates and Mohammad Khusro performed the experiments."
10.7717/peerj.11,"Mohammad Khusro",0,1,0,0,0,Australia,"Centre for Behavioural and Physiological Ecology, Zoology, University of New England, Armidale, Australia","Md Habibullah Bahar, Emma V. Ridley, Myung-Pyo Jung, Chris Fyfe, Michelle Yates and Mohammad Khusro performed the experiments."
10.7717/peerj.12,"Jean Abboud",0,1,1,0,1,Canada,"Institute of Biochemistry, Department of Biology and Department of Chemistry, Carleton University, Canada","Jean Abboud performed the experiments, analyzed the data, prepared figures and tables, wrote the paper."
10.7717/peerj.12,"Kenneth B. Storey",1,0,1,1,0,Canada,"Institute of Biochemistry, Department of Biology and Department of Chemistry, Carleton University, Canada","Kenneth B. Storey conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, reviewed drafts of the paper."
10.7717/peerj.13,"LM Hopper",1,1,1,0,1,USA,"Lester E. Fisher Center for the Study and Conservation of Apes, Lincoln Park Zoo, Chicago, IL, USA; Language Research Center, Georgia State University, Atlanta, GA, USA","LM Hopper conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.13,"AN Holmes",0,1,0,0,1,USA,"Michale E. Keeling Center for Comparative Medicine and Research, UT MD Anderson Cancer Center, Bastrop, TX, USA","AN Holmes performed the experiments, wrote the paper."
10.7717/peerj.13,"LE Williams",1,0,0,0,1,USA,"Michale E. Keeling Center for Comparative Medicine and Research, UT MD Anderson Cancer Center, Bastrop, TX, USA","LE Williams and SF Brosnan conceived and designed the experiments, wrote the paper."
10.7717/peerj.13,"SF Brosnan",1,0,0,0,1,USA,"Language Research Center, Georgia State University, Atlanta, GA, USA; Michale E. Keeling Center for Comparative Medicine and Research, UT MD Anderson Cancer Center, Bastrop, TX, USA; Department of Psychology & Neuroscience Institute, Georgia State University, Atlanta, GA, USA","LE Williams and SF Brosnan conceived and designed the experiments, wrote the paper."
10.7717/peerj.14,"Michael B. McCamy",1,1,1,0,1,USA,"Department of Neurobiology, Barrow Neurological Institute, USA; School of Mathematical and Statistical Sciences, Arizona State University, USA","Michael B. McCamy, Niamh Collins, Jorge Otero-Millan and Xoana G. Troncoso conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Niamh Collins",1,1,1,0,1,Ireland,"Trinity College Dublin, Dublin 2, Ireland","Michael B. McCamy, Niamh Collins, Jorge Otero-Millan and Xoana G. Troncoso conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Jorge Otero-Millan",1,1,1,0,1,"USA; Spain","Department of Neurobiology, Barrow Neurological Institute, USA; Department of Signal Theory and Communications, University of Vigo, Spain","Michael B. McCamy, Niamh Collins, Jorge Otero-Millan and Xoana G. Troncoso conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Xoana G. Troncoso",1,1,1,0,1,"USA; France","Department of Neurobiology, Barrow Neurological Institute, USA; Unité de Neuroscience, Information et Complexité (CNRS-UNIC), France","Michael B. McCamy, Niamh Collins, Jorge Otero-Millan and Xoana G. Troncoso conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Mohammed Al-Kalbani",1,1,1,0,0,Ireland,"Trinity College Dublin, Dublin 2, Ireland","Mohammed Al-Kalbani conceived and designed the experiments, performed the experiments, analyzed the data."
10.7717/peerj.14,"Stephen L. Macknik",1,0,1,0,1,USA,"Department of Neurosurgery, Barrow Neurological Institute, USA; Department of Neurobiology, Barrow Neurological Institute, USA","Stephen L. Macknik, Davis Coakley, Gerard Boyle and Susana Martinez-Conde conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Davis Coakley",1,0,1,0,1,Ireland,"Trinity College Dublin, Dublin 2, Ireland; St. James’s Hospital(Mercer’s Institute for Research in Ageing), Ireland","Stephen L. Macknik, Davis Coakley, Gerard Boyle and Susana Martinez-Conde conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Gerard Boyle",1,0,1,0,1,Ireland,"St James’s Hospital(Medical Physics and Bioengineering Dept.), Ireland","Stephen L. Macknik, Davis Coakley, Gerard Boyle and Susana Martinez-Conde conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Susana Martinez-Conde",1,0,1,0,1,USA,"Department of Neurobiology, Barrow Neurological Institute, USA","Stephen L. Macknik, Davis Coakley, Gerard Boyle and Susana Martinez-Conde conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.14,"Vinodh Narayanan",0,1,0,0,0,USA,"Department of Neurology, Barrow Neurological Institute, USA","Vinodh Narayanan and Thomas R. Wolf performed the experiments."
10.7717/peerj.14,"Thomas R. Wolf",0,1,0,0,0,USA,"Neuro-Ophthalmology Unit, Barrow Neurological Institute, USA; Neuro-Ophthalmology Consultation: Barnett-Dulaney-Perkins Eye Center, USA","Vinodh Narayanan and Thomas R. Wolf performed the experiments."
10.7717/peerj.15,"Kushal Nivriti Rugjee",0,0,1,0,1,UK,"University of Birmingham, School of Biosciences, UK","Kushal Nivriti Rugjee analyzed the data, wrote the paper."
10.7717/peerj.15,"Subhendu Roy Chaudhury",0,1,1,0,0,UK,"University of Birmingham, School of Biosciences, UK","Subhendu Roy Chaudhury performed the experiments, analyzed the data."
10.7717/peerj.15,"Khalid Al-Jubran",1,1,1,0,0,UK,"University of Birmingham, School of Biosciences, UK","Khalid Al-Jubran conceived and designed the experiments, performed the experiments, analyzed the data."
10.7717/peerj.15,"Preethi Ramanathan",0,1,0,0,0,UK,"University of Birmingham, School of Biosciences, UK","Preethi Ramanathan and Tina Matina performed the experiments."
10.7717/peerj.15,"Tina Matina",0,1,0,0,0,UK,"University of Birmingham, School of Biosciences, UK","Preethi Ramanathan and Tina Matina performed the experiments."
10.7717/peerj.15,"Jikai Wen",0,0,1,1,0,UK,"University of Birmingham, School of Biosciences, UK","Jikai Wen analyzed the data, contributed reagents/materials/analysis tools."
10.7717/peerj.15,"Saverio Brogna",1,0,1,1,1,UK,"University of Birmingham, School of Biosciences, UK","Saverio Brogna conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.16,"Ben Corry",1,1,1,1,1,Australia,"Research School of Biology, The Australian National University, Acton, Australia","Ben Corry conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.17,"Nicola Saino",1,1,1,1,1,Italy,"Department of Biosciences, University of Milan, Milan, Italy","Nicola Saino conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.17,"Maria Romano",0,1,1,0,0,Italy,"Department of Biosciences, University of Milan, Milan, Italy","Maria Romano performed the experiments, analyzed the data."
10.7717/peerj.17,"Manuela Caprioli",0,1,0,0,0,Italy,"Department of Biosciences, University of Milan, Milan, Italy","Manuela Caprioli, Mauro Fasola, Roberto Lardelli, Pierfrancesco Micheloni and Chiara Scandolara performed the experiments."
10.7717/peerj.17,"Mauro Fasola",0,1,0,0,0,Italy,"Dipartimento di Scienze della Terra e dell’Ambiente, Pavia, Italy","Manuela Caprioli, Mauro Fasola, Roberto Lardelli, Pierfrancesco Micheloni and Chiara Scandolara performed the experiments."
10.7717/peerj.17,"Roberto Lardelli",0,1,0,0,0,Switzerland,"Swiss Ornithological Institute, Sempach, Switzerland","Manuela Caprioli, Mauro Fasola, Roberto Lardelli, Pierfrancesco Micheloni and Chiara Scandolara performed the experiments."
10.7717/peerj.17,"Pierfrancesco Micheloni",0,1,0,0,0,Italy,"Istituto Superiore per la Protezione e per la Ricerca Ambientale (ISPRA), Ozzano Emilia (BO), Italy","Manuela Caprioli, Mauro Fasola, Roberto Lardelli, Pierfrancesco Micheloni and Chiara Scandolara performed the experiments."
10.7717/peerj.17,"Chiara Scandolara",0,1,0,0,0,"Italy; Switzerland","Department of Biosciences, University of Milan, Milan, Italy; Swiss Ornithological Institute, Sempach, Switzerland","Manuela Caprioli, Mauro Fasola, Roberto Lardelli, Pierfrancesco Micheloni and Chiara Scandolara performed the experiments."
10.7717/peerj.17,"Diego Rubolini",0,0,0,1,0,Italy,"Department of Biosciences, University of Milan, Milan, Italy","Diego Rubolini contributed reagents/materials/analysis tools."
10.7717/peerj.17,"Luca Gianfranceschi",0,1,0,0,1,Italy,"Department of Biosciences, University of Milan, Milan, Italy","Luca Gianfranceschi performed the experiments, wrote the paper."
10.7717/peerj.18,"Philip H. Kass",0,0,1,0,1,USA,"Department of Population Health and Reproduction, School of Veterinary Medicine, University of California, Davis, CA, USA","Philip H. Kass and Hsin-Yi Weng analyzed the data, wrote the paper."
10.7717/peerj.18,"Hsin-Yi Weng",0,0,1,0,1,USA,"Department of Comparative Pathobiology, College of Veterinary Medicine, Purdue University, West Lafayette, IN, USA","Philip H. Kass and Hsin-Yi Weng analyzed the data, wrote the paper."
10.7717/peerj.18,"Karen L. Johnson",0,0,0,0,1,USA,"National Pet Alliance, San Jose, CA, USA","Karen L. Johnson wrote the paper."
10.7717/peerj.19,"Hector Rieiro",0,1,1,1,1,"United States; Spain","Department of Neurosurgery, Barrow Neurological Institute, United States; Department of Neurobiology, Barrow Neurological Institute, United States; Department of Signal Theory and Communications, University of Vigo, Spain","Hector Rieiro performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.19,"Susana Martinez-Conde",1,0,0,0,1,"United States","Department of Neurobiology, Barrow Neurological Institute, United States","Susana Martinez-Conde and Stephen L. Macknik conceived and designed the experiments, wrote the paper."
10.7717/peerj.19,"Stephen L. Macknik",1,0,0,0,1,"United States","Department of Neurosurgery, Barrow Neurological Institute, United States; Department of Neurobiology, Barrow Neurological Institute, United States","Susana Martinez-Conde and Stephen L. Macknik conceived and designed the experiments, wrote the paper."
10.7717/peerj.2,"Maria de Lourdes Coelho Ribeiro",0,1,1,0,1,"United States","Cancer Imaging Metabolism, H. Lee Moffitt Cancer Center & Research Institute, United States; Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Maria de Lourdes Coelho Ribeiro and Julio Espinosa performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.2,"Julio Espinosa",0,1,1,0,1,"United States","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Maria de Lourdes Coelho Ribeiro and Julio Espinosa performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.2,"Sameen Islam",0,1,0,0,1,"United States","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Sameen Islam, Osvaldo Martinez, Jayesh Jamnadas Thanki, Stephanie Mazariegos and Tam Nguyen performed the experiments, wrote the paper."
10.7717/peerj.2,"Osvaldo Martinez",0,1,0,0,1,"United States","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Sameen Islam, Osvaldo Martinez, Jayesh Jamnadas Thanki, Stephanie Mazariegos and Tam Nguyen performed the experiments, wrote the paper."
10.7717/peerj.2,"Jayesh Jamnadas Thanki",0,1,0,0,1,"United States","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Sameen Islam, Osvaldo Martinez, Jayesh Jamnadas Thanki, Stephanie Mazariegos and Tam Nguyen performed the experiments, wrote the paper."
10.7717/peerj.2,"Stephanie Mazariegos",0,1,0,0,1,"United States","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Sameen Islam, Osvaldo Martinez, Jayesh Jamnadas Thanki, Stephanie Mazariegos and Tam Nguyen performed the experiments, wrote the paper."
10.7717/peerj.2,"Tam Nguyen",0,1,0,0,1,"United States","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Sameen Islam, Osvaldo Martinez, Jayesh Jamnadas Thanki, Stephanie Mazariegos and Tam Nguyen performed the experiments, wrote the paper."
10.7717/peerj.2,"Maya Larina",0,1,0,0,0,Russia,"College of Medical Biochemistry, Volgograd State Medical University, Russia","Maya Larina performed the experiments."
10.7717/peerj.2,"Bin Xue",0,1,1,1,0,"United States","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States","Bin Xue performed the experiments, analyzed the data, contributed reagents/materials/analysis tools."
10.7717/peerj.2,"Vladimir N. Uversky",1,1,1,1,1,"United States; Russia","Department of Molecular Medicine, University of South Florida, Tampa, Florida, United States; USF Health Byrd Alzheimer’s Research Institute, University of South Florida, Tampa, Florida, United States; Laboratory of New Methods in Biology, Institute for Biological Instrumentation, Russian Academy of Sciences, Pushchino, Moscow Region, Russia","Vladimir N. Uversky conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.20,"S Penglase",1,1,1,1,1,Norway,"National Institute of Nutrition and Seafood Research (NIFES), Bergen, Norway; Department of Biology, High Technology Centre, University of Bergen, Bergen, Norway","S Penglase and K Hamre conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools and wrote the paper."
10.7717/peerj.20,"K Hamre",1,1,1,1,1,Norway,"National Institute of Nutrition and Seafood Research (NIFES), Bergen, Norway","S Penglase and K Hamre conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools and wrote the paper."
10.7717/peerj.20,"T Harboe",1,1,0,1,1,Norway,"Institute of Marine Research, Austevoll Research Station, Storebø, Norway","T Harboe conceived and designed the experiments, performed the experiments, contributed reagents/materials/analysis tools and wrote the paper."
10.7717/peerj.20,"Ø Sæle",0,0,1,1,1,Norway,"National Institute of Nutrition and Seafood Research (NIFES), Bergen, Norway","Ø Sæle and S Helland analyzed the data, contributed reagents/materials/analysis tools and wrote the paper."
10.7717/peerj.20,"S Helland",0,0,1,1,1,Norway,"Nofima AS, Sunndalsøra, Norway","Ø Sæle and S Helland analyzed the data, contributed reagents/materials/analysis tools and wrote the paper."
10.7717/peerj.20,"A Nordgreen",1,0,1,0,1,Norway,"National Institute of Nutrition and Seafood Research (NIFES), Bergen, Norway","A Nordgreen conceived and designed the experiments, analyzed the data and wrote the paper."
10.7717/peerj.21,"Judeh L. Lama",0,1,1,0,1,"Canada K1S 5B6","Institute of Biochemistry and Department of Biology, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Judeh L. Lama and Ryan A.V. Bell performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.21,"Ryan A.V. Bell",0,1,1,0,1,"Canada K1S 5B6","Institute of Biochemistry and Departments of Biology and Chemistry, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Judeh L. Lama and Ryan A.V. Bell performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.21,"Kenneth B. Storey",1,0,0,1,0,"Canada K1S 5B6","Institute of Biochemistry and Departments and Chemistry, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Kenneth B. Storey conceived and designed the experiments, contributed reagents/materials/analysis tools, edited the paper."
10.7717/peerj.22,"Collette Mann",1,1,1,0,1,Australia,"Department of Physiology, Faculty of Medicine Nursing and Health Sciences, Monash University, Clayton, VIC, Australia","Collette Mann conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.22,"Benedict J. Canny",0,0,1,0,1,Australia,"Department of Physiology, Faculty of Medicine Nursing and Health Sciences, Monash University, Clayton, VIC, Australia","Benedict J. Canny analyzed the data and wrote the paper."
10.7717/peerj.22,"David H. Reser",0,0,0,0,1,Australia,"Department of Physiology, Faculty of Medicine Nursing and Health Sciences, Monash University, Clayton, VIC, Australia","David H. Reser wrote the paper."
10.7717/peerj.22,"Ramesh Rajan",1,0,1,1,1,Australia,"Department of Physiology, Faculty of Medicine Nursing and Health Sciences, Monash University, Clayton, VIC, Australia","Ramesh Rajan conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.23,"David A.C. Beck",0,0,1,0,1,USA,"Department of Chemical Engineering and eScience Institute, University of Washington, Seattle, WA, USA","David A.C. Beck analyzed the data, wrote the paper."
10.7717/peerj.23,"Marina G. Kalyuzhnaya",1,1,0,0,1,USA,"Department of Microbiology, University of Washington, Seattle, WA, USA","Marina G. Kalyuzhnaya conceived and designed the experiments, performed the experiments, wrote the paper."
10.7717/peerj.23,"Stephanie Malfatti",0,0,1,0,0,USA,"Lawrence Livermore National Laboratory, Livermore, CA, USA; DOE Joint Genome Institute, Walnut Creek, CA, USA","Stephanie Malfatti analyzed the data."
10.7717/peerj.23,"Susannah G. Tringe",0,0,0,1,0,USA,"DOE Joint Genome Institute, Walnut Creek, CA, USA","Susannah G. Tringe and Tijana Glavina del Rio contributed reagents/materials/analysis tools."
10.7717/peerj.23,"Tijana Glavina del Rio",0,0,0,1,0,USA,"DOE Joint Genome Institute, Walnut Creek, CA, USA","Susannah G. Tringe and Tijana Glavina del Rio contributed reagents/materials/analysis tools."
10.7717/peerj.23,"Natalia Ivanova",0,0,1,1,0,USA,"DOE Joint Genome Institute, Walnut Creek, CA, USA","Natalia Ivanova analyzed the data, contributed reagents/materials/analysis tools."
10.7717/peerj.23,"Mary E. Lidstrom",1,0,0,0,1,USA,"Departments of Chemical Engineering and Microbiology, University of Washington, Seattle, WA, USA","Mary E. Lidstrom conceived and designed the experiments, wrote the paper."
10.7717/peerj.23,"Ludmila Chistoserdova",1,0,1,0,1,USA,"Department of Chemical Engineering, University of Washington, Seattle, WA, USA","Ludmila Chistoserdova conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.24,"Brooke A. Armfield",1,1,1,1,1,"United States; USA","Department of Anatomy and Neurobiology, Northeast Ohio Medical University, Rootstown, Ohio, United States; Howard Hughes Medical Institute and Department of Molecular Genetics and Microbiology, University of Florida, Gainesville, Florida, USA","Brooke A. Armfield conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.24,"Zhengui Zheng",0,1,0,1,0,USA,"Howard Hughes Medical Institute and Department of Molecular Genetics and Microbiology, University of Florida, Gainesville, Florida, USA","Zhengui Zheng performed the experiments, contributed reagents/materials/analysis tools."
10.7717/peerj.24,"Sunil Bajpai",0,0,0,1,0,India,"Department of Earth Sciences, Indian Institute of Technology, Roorkee, India; Birbal Sahni Institute of Palaeobotany, Lucknow, UP, India","Sunil Bajpai contributed reagents/materials/analysis tools."
10.7717/peerj.24,"Christopher J. Vinyard",1,0,1,1,1,"United States","Department of Anatomy and Neurobiology, Northeast Ohio Medical University, Rootstown, Ohio, United States","Christopher J. Vinyard and JGM Thewissen conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.24,"JGM Thewissen",1,0,1,1,1,"United States","Department of Anatomy and Neurobiology, Northeast Ohio Medical University, Rootstown, Ohio, United States","Christopher J. Vinyard and JGM Thewissen conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.25,"Ellen D. Hodnett",1,1,1,0,1,Canada,"Lawrence S. Bloomberg Faculty of Nursing, University of Toronto, Toronto, Canada","Ellen D. Hodnett conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.25,"Robyn Stremler",1,1,0,0,1,Canada,"Lawrence S. Bloomberg Faculty of Nursing, University of Toronto, Toronto, Canada; Research Institute, The Hospital for Sick Children, Toronto, Canada","Robyn Stremler conceived and designed the experiments, performed the experiments, wrote the paper."
10.7717/peerj.25,"Stephen H. Halpern",1,0,0,0,1,Canada,"Department of Anaesthesia, Faculty of Medicine, University of Toronto, Toronto, Canada; Department of Anaesthesia, Sunnybrook Health Sciences Centre, Toronto, Canada","Stephen H. Halpern and Rory Windrim conceived and designed the experiments, wrote the paper."
10.7717/peerj.25,"Rory Windrim",1,0,0,0,1,Canada,"Department of Obstetrics and Gynaecology, Mount Sinai Hospital, Toronto, Canada; Department of Obstetrics and Gynaecology, Faculty of Medicine, University of Toronto, Canada","Stephen H. Halpern and Rory Windrim conceived and designed the experiments, wrote the paper."
10.7717/peerj.25,"Julie Weston",1,1,1,0,1,Canada,"Lawrence S. Bloomberg Faculty of Nursing, University of Toronto, Toronto, Canada","Julie Weston conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper, Trial Coordinator."
10.7717/peerj.26,"Paula J. Rudall",1,1,1,1,1,"United Kingdom","Royal Botanic Gardens Kew, Richmond, Surrey, United Kingdom","Paula J. Rudall conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.26,"Craig D. Perl",0,1,1,0,1,"United Kingdom","Royal Botanic Gardens Kew, Richmond, Surrey, United Kingdom","Craig D. Perl performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.26,"Richard M. Bateman",1,0,1,0,1,"United Kingdom","Royal Botanic Gardens Kew, Richmond, Surrey, United Kingdom","Richard M. Bateman conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.27,"Oscar Romero",0,1,1,0,1,Spain,"Departamento de Biocatálisis, Instituto de Catálisis (CSIC), Spain","Oscar Romero performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.27,"Cintia W. Rivero",0,1,1,0,0,Spain,"Departamento de Biocatálisis, Instituto de Catálisis (CSIC), Spain","Cintia W. Rivero performed the experiments, analyzed the data."
10.7717/peerj.27,"Jose M. Guisan",0,0,1,0,0,Spain,"Departamento de Biocatálisis, Instituto de Catálisis (CSIC), Spain","Jose M. Guisan analyzed the data."
10.7717/peerj.27,"Jose M. Palomo",1,0,1,0,1,Spain,"Departamento de Biocatálisis, Instituto de Catálisis (CSIC), Spain","Jose M. Palomo conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.28,"Mawsheng Chern",1,1,1,1,1,USA,"Department of Plant Pathology, University of California Davis, California, USA","Mawsheng Chern conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.28,"Wei Bai",0,1,1,0,0,"USA; China","Department of Plant Pathology, University of California Davis, California, USA; College of Life Sciences, Inner Mongolia Agricultural University, Huhhot, China","Wei Bai performed the experiments, analyzed the data."
10.7717/peerj.28,"Xuewei Chen",0,0,1,0,0,"USA; China","Department of Plant Pathology, University of California Davis, California, USA; Rice Research Institute, Sichuan Agricultural University, Chengdu, Sichuan, China","Xuewei Chen analyzed the data."
10.7717/peerj.28,"Patrick E. Canlas",0,1,0,1,0,USA,"Department of Plant Pathology, University of California Davis, California, USA","Patrick E. Canlas performed the experiments, contributed reagents/materials/analysis tools."
10.7717/peerj.28,"Pamela C. Ronald",1,0,0,0,1,USA,"Department of Plant Pathology, University of California Davis, California, USA","Pamela C. Ronald conceived and designed the experiments, wrote the paper."
10.7717/peerj.29,"Andrew N. Rouble",0,1,1,0,0,"Canada K1S 5B6","Institute of Biochemistry & Department of Biology, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Andrew N. Rouble, Joshua Hefler and Hapsatou Mamady performed the experiments, analyzed the data."
10.7717/peerj.29,"Joshua Hefler",0,1,1,0,0,"Canada K1S 5B6","Institute of Biochemistry & Department of Biology, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Andrew N. Rouble, Joshua Hefler and Hapsatou Mamady performed the experiments, analyzed the data."
10.7717/peerj.29,"Hapsatou Mamady",0,1,1,0,0,"Canada K1S 5B6","Institute of Biochemistry & Department of Biology, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Andrew N. Rouble, Joshua Hefler and Hapsatou Mamady performed the experiments, analyzed the data."
10.7717/peerj.29,"Kenneth B. Storey",1,0,0,1,1,"Canada K1S 5B6","Institute of Biochemistry & Department of Biology, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Kenneth B. Storey conceived and designed the experiments, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.29,"Shannon N. Tessier",1,1,1,0,1,"Canada K1S 5B6","Institute of Biochemistry & Department of Biology, Carleton University, Ottawa, Ontario, Canada K1S 5B6","Shannon N. Tessier conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.3,"Arturas Volianskis",1,1,1,0,1,"Denmark; United Kingdom","Institute of Biomedicine, University of Aarhus, Denmark; Centre for Synaptic Plasticity, University of Bristol, United Kingdom","Arturas Volianskis conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
